sid,k,c,h0,i0,kh,kv,V_kmh,ok,err_code,a_car_peak,a_car_rms,label_unstable,message
18,39337477.12125251,6777.079806477758,0.010720963753759862,25.854000514373183,4175.975705496967,41.03989062830806,243.94767228513956,True,0,10.972220205788874,1.1345581554511521,1,
19,46917770.36643163,15714.579438170962,0.00923856434226036,23.411542307585478,7354.136096313596,51.01338153705001,363.647183123976,True,0,26.332165366929956,3.0659322862792826,1,
20,44378804.01527529,5027.690354613974,0.008392182249575853,23.806793438270688,6841.783836483955,78.96082142367959,205.3602441214025,True,0,17.245450239248754,1.4628030605544113,1,
21,37420380.59606776,17785.824655490735,0.011882409539073706,26.40580575913191,5011.20384875685,28.912863600999117,400.0573270022869,True,0,20.552826860389196,2.8961205388225064,1,
23,59148618.30691321,12140.462297319888,0.010222159035503865,28.886975590139627,8237.718591466546,63.94851254299283,450.3384368494153,True,0,29.16766781365228,3.336681748055307,1,
22,35246398.471663125,7404.32733060244,0.00973969954252243,21.29036652855575,6387.807774357498,43.925215397030115,344.99439308419824,True,0,25.033663017165097,3.169047385423789,1,
25,32744532.757290408,14776.808668204869,0.010481608759611846,24.617940187454224,8893.123721703887,38.2507131062448,415.880639385432,True,0,36.26975169461429,5.325800015076883,1,
24,55231077.784455724,6053.019895931152,0.009995257321745157,27.05826231278479,5723.556495271623,53.81722180172801,225.86418949067593,True,0,17.095049677565648,1.4601246145504545,1,
26,36699492.01507611,8915.84854337683,0.008156064167618752,29.562644651159644,7496.11846730113,23.234712164849043,323.31428956240416,True,0,18.02150402176804,2.650365581771843,1,
27,43744432.39730817,10088.238984178823,0.011634525977075101,22.11984297260642,4346.187246032059,68.83320843800902,433.34812270477414,True,0,16.24736469886612,1.9249464398872167,1,
29,42400219.50239025,13593.706113085122,0.009494252298027278,27.61420179158449,6690.797923132777,46.73268871381879,469.5946518331766,True,0,19.58171555436629,2.65139801130448,1,
28,50313450.67316207,7874.972803421939,0.010980541747063399,20.015456648543477,4849.383710883558,61.15564474835992,284.5586690120399,True,0,21.414867423072835,2.0129941238414717,1,
30,31830728.52087898,5768.431041789793,0.011133761756122112,22.503959937021136,7755.161706358194,31.74504229798913,264.4550425000489,True,0,38.23064170540096,4.605531893652938,1,
31,53386335.26785152,18460.817477639877,0.008655237957835198,25.100225526839495,5933.173690922558,76.14333407953382,379.46934159845114,True,0,13.913703729594646,1.4845455053640872,1,
32,53049093.975244656,8131.492920247856,0.009099615000188351,28.914245292544365,6987.49637324363,69.76224461570382,239.45883121341467,True,0,17.329386608945164,1.502553304394619,1,
33,31646488.64943099,13153.38958752323,0.010609432652592659,21.513252714648843,5138.643976300955,22.29104207828641,368.2290074415505,True,0,23.60687457525981,3.5002601247594933,1,
35,49458182.22999718,19476.272845679585,0.011270404461771251,24.013972645625472,8090.786627493799,54.74807607010007,482.01151965186,True,0,38.12073410798428,4.933013260061187,1,
34,41699775.74313835,5461.058559470494,0.008752847861498594,26.417368482798338,6261.589607223868,37.305196318775415,310.7587356120348,True,0,16.70996947716373,1.9828680992571004,1,
36,43957385.63118243,6256.311607247477,0.01011056099832058,23.159204237163067,8603.749294765294,75.19551573321223,349.4960327632725,True,0,31.709962390255583,3.8010289344602968,1,
37,36871008.75578764,14312.161046355499,0.009600801520049572,25.719153927639127,5426.971573382616,32.67816906794906,445.7466749474406,True,0,15.818156431010769,2.365156744177165,1,
38,33256542.887730006,8449.024383830454,0.011771351132541895,20.648890379816294,4010.447008535266,47.66036747023463,200.8496637456119,True,0,16.710808997150373,1.5358187631626854,1,
39,56103040.97267149,10653.573914182249,0.008253736358135939,28.20643681101501,7167.817308567464,60.213360246270895,404.62198071181774,True,0,16.383335209560784,1.8696780219384765,1,
40,59496978.1812159,5311.683659079763,0.011526895076036454,25.200975835323334,4682.938368991017,50.082071516662836,327.81220991164446,True,0,17.824652433155435,1.7726302795383748,1,
41,35471074.17811047,16861.70962237416,0.00801319894939661,22.79971637763083,6506.003896705806,41.985863614827394,428.75721910968423,True,0,17.49142938398196,2.4752031492823376,1,
42,38069850.08138034,7174.537140133828,0.010374395716935396,27.708991672843695,7941.1753276363015,27.000019643455744,221.35675624012947,True,0,32.66146462062977,3.4341882154700163,1,
43,45125263.34575785,12553.511031070986,0.009852966126054526,20.305252661928535,6098.3972027897835,65.06790118291974,420.4438625834882,True,0,23.472120139689558,2.87980858260917,1,
44,46700323.57387034,9760.05236303803,0.008512443490326404,21.950884647667408,5595.811182633042,64.89033726975322,259.96248209849,True,0,15.04625172111543,1.4102945211665348,1,
45,39149545.617391676,10953.984143650172,0.011026075720787048,29.510567458346486,8747.106018476188,42.99799596890807,384.0520242229104,True,0,34.28419186848114,4.432270336497862,1,
46,30691607.01021744,6555.897980112371,0.009351890709251166,24.435716290026903,7643.355616368353,27.980192583054304,289.0783376060426,True,0,28.057478038823426,3.695258098394058,1,
47,51746421.566202365,16222.350032212356,0.010873384196311236,26.992919547483325,4472.710579633713,79.90818357095122,465.02090990543365,True,0,11.176660961256273,1.2847364111737896,1,
48,51330571.295892365,6973.7387722935355,0.00820574652031064,21.05031735263765,8347.394830547273,45.26399750262499,358.1465977244079,True,0,31.130814597935377,3.6735712298780787,1,
49,30605659.513158064,15942.410489382637,0.011692021664232015,28.45374656841159,6425.533896312118,62.74120952934027,247.85634763538837,True,0,21.15595707561667,2.241961519183855,1,
50,40328348.283409595,9419.489430676877,0.009927996665239334,23.5400225315243,5048.012208193541,77.72881347686052,492.80314119532704,True,0,13.917147602398932,1.8099471584838813,1,
51,47855915.836590774,11869.094620650063,0.010406534768640995,25.940972194075584,6950.5420150235295,30.276379249989986,303.11620738357306,True,0,30.293841867250357,3.3995584242523935,1,
53,38168671.52504341,12320.713370373524,0.008706629950553178,24.247773829847574,4301.208524033427,52.23875269293785,339.3633092753589,True,0,9.81,0.9229149733659873,1,
52,45496600.58787912,7621.804469031418,0.011192965175956488,26.805277345702052,7395.221619866788,39.71185244619846,454.0480922907591,True,0,33.322574043775106,4.309595651376277,1,
54,34426955.87469253,5119.621330569373,0.010907666631042957,29.30841957218945,5385.151240974665,67.25482560694218,396.7368779703975,True,0,13.777812569718003,1.7206055195543173,1,
55,58067635.35564709,18246.41347727498,0.00942918860912323,21.748436503112316,8459.432666189969,24.695822447538376,211.4444782026112,True,0,44.173327904169575,3.8392243503623296,1,
56,56259233.210865766,9149.832762126509,0.010671036433428526,24.841635515913367,5964.488886296749,34.94417238980532,437.05434491857886,True,0,26.552352229282818,3.237640885498187,1,
57,33523918.123685643,10262.277927837482,0.009180825356394053,27.24533161148429,7870.6337520852685,73.04638620465994,317.6843501627445,True,0,20.001348970077302,2.39017699637094,1,
58,35979994.647728406,6144.969042629436,0.011449035070836545,22.32644804753363,6805.967326276004,58.03399194031954,412.55446830764413,True,0,30.050826878554886,4.0332938989261296,1,
59,42669671.040658824,15195.39298814234,0.008966559365391731,29.72774088382721,4880.395965650678,49.95655234903097,231.95643443614244,True,0,9.81,0.7314977642533013,1,
60,49327115.31354232,5921.789967036182,0.00967976263538003,28.091798229143023,4465.624257922173,20.017029121518135,373.965322971344,True,0,9.81,1.4832753705499102,1,
61,41358429.67535498,18785.548169324233,0.01017003570124507,20.534561593085527,7543.614917434752,71.91892758011818,268.3648622594774,True,0,29.2838039570397,3.11866482916248,1,
62,32423317.31281415,7997.259603860038,0.00846579085290432,25.599794955924153,8939.70240931958,56.93499870598316,475.80823991447687,True,0,23.913379476798603,3.6079996124147353,1,
63,54656964.13219294,13983.438722194032,0.011948204569518566,23.040155060589314,5842.0754466205835,35.00100091099739,281.44067311659455,True,0,33.511724681951975,3.2815472972953286,1,
64,54967613.63708351,8574.77550220249,0.008350077688694,27.285299319773912,5107.410015538335,24.483149759471416,342.211829777807,True,0,9.81,1.3187181111562416,1,
65,32591156.412357975,10487.737312977139,0.011859819896519184,24.68900035135448,7008.638094179332,68.44879988580942,452.53626853227615,True,0,27.28795896723618,3.8697738568358813,1,
66,41152549.581680045,6281.03148705842,0.009502506989985705,29.804120250046253,8131.900803185999,53.43189727514982,207.5568431057036,True,0,23.620813576445705,2.1416631710603737,1,
67,49039894.39629111,14242.79697198831,0.010020139064639806,22.205418022349477,6211.036421358585,39.50006667524576,397.2736740484834,True,0,27.120234673373623,3.2569717108787914,1,
68,42450083.03455738,5547.763207202697,0.011360646642744542,20.559804942458868,5483.2300785928965,30.53345412015915,246.14551290869713,True,0,31.228700559249447,3.1466086241901507,1,
69,35776547.72264274,19191.866548765094,0.00885084244608879,28.002563705667853,8556.362363509834,76.57832585275173,360.864485707134,True,0,20.53860113213039,2.5699648907373316,1,
70,33720163.74022827,8171.61278473342,0.010521143671125173,23.052981197834015,7140.741386450827,61.59155160188675,303.45831979066133,True,0,26.417935421661078,3.1571201925355887,1,
71,56540894.92658504,13102.454028187403,0.009003573585301638,25.493336701765656,4048.1826066970825,45.52018545567989,488.7806178070605,True,0,9.81,0.9358580197338022,1,
72,57729677.73292443,6536.587397640668,0.010777289859950544,28.57689404860139,6552.630272693932,36.677973084151745,263.1361405365169,True,0,26.126767717301654,2.510796682605469,1,
73,34255492.54790027,16295.504511985644,0.009263670846819878,20.98032790236175,4625.614132732153,56.26862499862909,382.5449015945196,True,0,13.090227567690112,1.6308913866639527,1,
74,38366153.139097504,9626.478426427808,0.011124123256653547,26.090879552066326,6061.727335676551,71.25172417610884,287.635285127908,True,0,20.247102713092026,2.0978899757824414,1,
75,45755310.81649371,11123.200015534005,0.008602616522461175,23.49183385260403,7969.011805020273,21.694888211786747,468.2769490405917,True,0,31.984947277545743,4.586089232903329,1,
76,48095375.218587734,7141.573524750756,0.009762475028634072,24.34658331796527,8725.50414968282,48.35327923297882,326.3899300247431,True,0,35.549451599372055,3.99863847503449,1,
77,40564530.25057359,12589.265404764563,0.010276154123246669,26.78907490335405,5626.890171319246,58.77314917743206,432.02915815636516,True,0,16.2091825694107,2.0512753447480963,1,
78,30432679.42785263,5230.324450719065,0.008101736847311258,21.84470944106579,4523.418737575412,73.78637313842773,224.54631682485342,True,0,9.894339572427535,0.8335242316493837,1,
79,51066273.045407206,17093.869270115316,0.011623183500021696,29.28472147323191,7602.701588533819,33.34001235663891,418.95751478150487,True,0,35.38702614594628,4.43523525896182,1,
80,52049490.532837644,5197.3582075864215,0.009455888908356427,22.669645519927144,6476.849965751171,60.48316778615117,460.1696068421006,True,0,23.21567146048588,2.796581436302151,1,
81,30845149.694530312,17992.04595610947,0.010942241404205562,25.26839066296816,8304.907382465899,46.526160184293985,331.4293288625777,True,0,32.246985732021784,4.293845003262917,1,
82,38947928.27070477,7654.186100138877,0.008677976600825787,20.16287903301418,6928.332234732807,31.541301030665636,388.8669654726982,True,0,27.905528509542663,3.8158307050695246,1,
83,46436393.306857325,12281.247547613522,0.011156437322497367,27.759144622832537,5080.924617126584,75.46804124489427,217.64837121590972,True,0,14.247408843839692,1.1839329636353308,1,
84,44900472.5008027,9553.266291698304,0.010443249050527811,29.395068371668458,4265.151336789131,54.55196937546134,350.26055285707116,True,0,9.81,0.9175271238074674,1,
85,37848293.548606694,11692.31055941629,0.009956960450857878,21.95474624633789,7421.229445375502,38.51218892261386,254.03980780392885,True,0,32.05759635038684,3.4668291508575764,1,
86,35672787.313343436,6996.592887348189,0.011657260432839394,26.913946559652686,8505.446362309158,23.500695433467627,498.90422066673636,True,0,43.205045685282954,6.437294647967114,1,
87,59804751.580591686,15875.97232836087,0.008178735814988613,24.471144881099463,5329.655656591058,69.56341994926333,295.16609236598015,True,0,11.016106116482385,1.0054943670863175,1,
88,55785827.6695334,7955.17143524155,0.011921262998133897,21.456099497154355,7844.170547090471,78.28834624961019,371.9361050054431,True,0,39.861411846000756,4.404335536125866,1,
89,33085364.297898415,14032.835584284072,0.008430976714938879,29.055111818015575,6000.395869836211,28.70633328333497,271.03472696617246,True,0,11.61163826280051,1.5684607310361183,1,
90,37055566.534083255,5827.170928837845,0.010198930323123932,23.954168437048793,4936.041753739119,43.721475917845964,478.39568816125393,True,0,15.790941933701477,2.2445830010944623,1,
92,49714153.035409346,6122.690584803619,0.008930084463208914,25.68649129010737,7585.33704187721,66.73214247450233,439.65763272717595,True,0,22.36710287963657,2.6947360989967977,1,
91,44214722.43624658,19057.192532189492,0.009716529853641987,26.55077749863267,6760.409009642899,63.27321792021394,279.34734923765063,True,0,20.1256621310148,2.0129857338404094,1,
93,41936795.24411351,15274.171191743637,0.011420312572270632,23.246436342597008,4413.237689062953,26.317367386072874,315.6117206439376,True,0,19.053052008063666,2.3434925022229187,1,
94,31462228.60325442,9018.455642880892,0.009215347208082677,28.200419610366225,5810.233537107706,41.3058721087873,410.54594246670604,True,0,13.265723560657603,1.9414119473103748,1,
95,52784965.892337345,10427.80931789181,0.010697805851697922,20.75796140357852,8962.677513249218,51.74359483644366,234.64213646948338,True,0,46.68455635740325,4.286682748592251,1,
96,53689780.32855904,6458.962710594821,0.011049294777214527,24.600193090736866,4080.0342531874776,64.21872040256858,393.36832351982594,True,0,11.739727756147209,1.2726554931251084,1,
97,31995468.61081428,14459.135420694807,0.00853559947013855,27.159875901415944,7254.461046308279,42.79060734435916,213.05631874129176,True,0,18.113535627007494,1.9050921357914634,1,
98,42189111.70969274,8722.692064064015,0.01083453991636634,22.099520582705736,8670.995315536857,27.77731141075492,455.65873589366674,True,0,47.83544403789725,6.867662626636507,1,
99,50020502.94609938,10762.988271079854,0.00931310947611928,29.656723840162158,5515.994719229639,79.23203064128757,335.99370094016194,True,0,10.652825156272188,1.062277569978161,1,
100,43519270.15628997,8405.904323300767,0.008036429554224015,27.54266709089279,6331.157703883946,50.81595899537206,494.4150979630649,True,0,12.452243719098204,1.7685571628711634,1,
101,36491988.886712156,13305.900017989052,0.011550062872469426,20.141407633200288,8177.487511187792,42.24819952622056,299.74762611091137,True,0,43.638149267320394,5.462364644834726,1,
102,32936227.07211329,5645.342141428187,0.00981411074474454,25.055413153022528,7054.532511159778,27.26514281705022,354.77678375318646,True,0,27.246040580793633,3.854977006506279,1,
103,55507536.57371294,19702.12806465925,0.010335603173822164,22.651674142107368,5227.8387090191245,65.79897278919816,249.46721475571394,True,0,18.62808484861035,1.5920388552353948,1,
104,58804388.573312655,9872.391054933158,0.00957806895673275,20.813395492732525,7713.062079623342,74.52389707788825,473.90341833233833,True,0,31.046450596018794,3.7737020590022103,1,
105,35070819.229933985,11322.676590210758,0.010087887458503246,28.373345183208585,4559.235136024654,32.47078223153949,283.93031349405646,True,0,9.97905427982632,1.2329016491744724,1,
106,37613953.60853725,6631.345701298054,0.008292094144970178,23.307811859995127,5663.014278747141,47.457484509795904,376.4560552313924,True,0,13.993226173497499,1.7752379266906748,1,
107,44631172.45145796,16768.39432479974,0.01180964992567897,25.865358291193843,8836.172051727772,59.53720910474658,266.4612756110728,True,0,39.85464739421236,4.039929521568925,1,
108,47152488.37672894,5365.777894785219,0.010586695931851863,26.251053735613823,8010.633761063218,70.49613388255239,415.0441533885896,True,0,29.55772258076143,3.539935676863563,1,
109,39567869.46055478,17406.408651195987,0.0090769375115633,23.8500611577183,6185.2077869698405,22.55337620154023,230.05151450634003,True,0,22.12541632541133,2.4988500663058337,1,
110,30999263.242967166,7247.595544023796,0.011308765958994627,28.76867277547717,4750.0078761950135,37.57032128050923,435.15048110857606,True,0,13.215168958126684,2.019524126637487,1,
111,52281649.60249592,12959.051347851513,0.008791150096803904,21.365276938304305,6595.1652228832245,55.479145888239145,320.1752344146371,True,0,23.097223104523422,2.387111384671342,1,
112,50753450.70548863,7544.971564934562,0.010131668481975794,25.43287913314998,5298.416978679597,20.747083723545074,202.7545121498406,True,0,19.962015614377634,2.0639588982859953,1,
113,30250713.860854648,11935.15338196584,0.009641458492726088,22.875642497092485,8389.897948130965,72.18486569821835,402.132367156446,True,0,25.67304439924672,3.838855138270216,1,
114,39888424.99347357,5068.003762567033,0.01197094701230526,27.945606084540486,7305.98397180438,57.196289002895355,347.00536308810115,True,0,30.175087956708524,3.492737826409332,1,
115,47284903.29260847,17675.446055074834,0.008488470248878003,20.385966189205647,4234.215301461518,35.73567472398281,447.65032418072224,True,0,11.01480762154109,1.5004821280081573,1,
116,45984769.685118325,6894.388516756853,0.009142469476908445,22.490333607420325,4961.411385796964,34.269062392413616,308.26902370899916,True,0,15.4788341560183,1.7677912206351725,1,
117,38539826.04754695,15423.278425079154,0.010632743362337351,29.894029702991247,6880.91185502708,72.84271780401468,483.91641275957227,True,0,19.35699426765686,2.5856478843954562,1,
118,34784575.65796387,9312.301070703386,0.008989290021359921,24.989641988649964,8258.405063301325,57.82761763781309,241.36263243854046,True,0,24.48060599794629,2.596292792720789,1,
119,58652140.072669104,11482.613101633358,0.01147170288860798,27.390934824943542,6358.25449693948,49.28411964327097,365.7380606047809,True,0,27.214721100183247,2.8641404020913432,1,
