kz_1,cz_1,kz_2,cz_2,m_frame,m_carboday,v0
21571245.626508567,68595.48233290673,172091.1016661768,557.6569135709069,1431.8144174292684,27397.660091519356,232.1103323251009
22526252.67181839,26800.674272115084,76417.01342656705,741.385065657073,920.1270092278719,20647.342931479216,578.0381970107555
7675699.07092725,91203.92332559124,155252.84518367713,1814.0202641065791,1383.2553388550878,41007.32394494116,347.5876461714506
10513163.954905609,46740.571432072225,106268.23072547147,505.2606926503943,1206.9184519350529,48835.6136996299,465.98190143704414
16441098.75132886,55013.82406409521,218498.75591996196,1219.6476314035524,1060.158514045179,27597.640622407198,208.9812334626913
13474441.779839156,35392.34325017474,183078.3166545361,1126.1725291249368,1178.5035364329815,24007.01063685119,439.48137126863
11982430.281942857,60140.676961307734,90106.9584003057,650.9113728155123,1313.5457759723067,37455.62605559826,285.55691316723824
8661389.1340313,35244.598914596514,263272.85334152955,1651.4201738473478,1492.2526840120554,44568.65783780813,503.9985191076994
18647076.730019946,82852.04004192042,128063.79321269986,967.5068773360301,1036.1566560342908,32115.22019468248,370.37419602274895
18348079.143185873,37171.68802426915,97459.06247910718,546.5265069918714,1281.0820620507002,28301.36607401073,534.046145901084
8761260.387452869,63250.14518287002,200342.29856056234,1333.620516255862,1134.9464753642678,48133.94606113434,391.10783115029335
11570544.047066282,33510.52826508888,140140.74071364998,810.6650314977813,996.0717469453812,41240.641959011555,421.88492827117443
13888610.626860872,78882.76980924142,284752.584039663,1962.1612346634379,1458.651408366859,20412.88240812719,252.3721180856228
16562342.029047363,25776.97737231411,170729.33217046276,1518.468360771602,1417.6227942109108,31411.953177303076,496.0905395448208
10485367.153691469,87602.02307563178,83030.33151443339,880.034119110233,962.0732976123691,45270.78212238848,229.65385727584362
7879158.346642972,48660.35959372215,237406.9302202315,1024.3567597663807,1103.3201839774847,37222.76692278683,560.4783989489079
22048049.38368414,57196.240065018246,116862.26820996229,598.5116485250841,1237.7359354868531,24241.92825332284,314.36620615422726
21425951.794164214,32141.742858677884,226127.4959719717,987.5370348655263,1186.8891533464193,23583.790995180607,469.2196264863014
7500899.805165066,75585.51844774808,114972.19418341469,1618.5172951453308,1342.399244941771,39725.033631548285,205.92012740671635
10002562.375253223,38815.33044552731,157393.46499567575,666.1629605509501,1462.5203177332878,47774.622393772006,586.7633610963821
16071370.79455025,65933.85664577658,80820.64199655097,1100.707884054201,1028.0640168115497,30755.389481782913,337.51398511230946
14318160.153494392,42619.26952855853,134934.4366597828,1194.9473792149229,909.7191274166107,26696.0518527776,507.7733535319567
12133490.080674108,50179.22965275751,265383.1627691595,515.5485824684645,1355.8931289240718,36863.40028420091,367.947855591774
9201048.622967297,29387.081447937155,96923.9550848985,1772.395301982957,1233.4017466753721,43755.073603242636,448.74364472925663
18876650.192768533,99974.40372784625,188774.0301971245,758.4966307304195,1070.8593556657434,34582.90473558009,276.1180177330971
19566780.234886874,27698.846065649657,109224.24551516044,1048.6181764221706,1442.2062646597624,35607.18140564859,384.426511451602
9524819.520611418,92087.11612024611,212441.49666392803,639.705067808084,979.5534381642938,26084.36416834593,539.9258904159069
12577552.412449619,45283.99465138731,77591.32930574415,1426.4541081589955,1155.9325218200684,33912.39620745182,271.50760255753994
14822539.022662705,54410.39996422925,152799.6724056413,863.1625143733409,1302.14142780751,42557.221380993724,403.5570986568928
15522785.658646137,41599.69758711644,256159.41168645804,794.5680331359658,1258.7862476706505,39054.52521517873,248.029113560915
9651185.255836762,69243.045440698,131709.1859408163,1841.975756464527,1124.2973310872912,22385.938884690404,476.9047435373068
7244595.585592819,29943.569042169962,180314.48400181465,584.5742726245636,945.5639597028494,29499.170714989305,308.5367612540722
20672526.16241672,72055.62877907351,91550.04629869154,1366.2188382671745,1401.1867756024003,47162.93482109904,567.1122562140226
22854542.41481227,47309.36497573923,210952.83992778903,1728.1493962704185,1049.2013063281775,45947.92805612087,224.30800795555115
8156564.915599184,56902.89778183145,103704.42613654537,708.0869805925213,1483.7309265509248,32616.44291691482,450.07082112133503
10869309.534354713,26473.76653478991,296508.9708871849,1271.3686871459738,1326.095898449421,25505.242412909865,331.67193979024887
17146092.977270808,88161.42643394612,144400.14251785554,525.1756990844578,1170.5126417800784,37841.5497764945,593.3602515608072
13414284.197407367,34074.448884643796,85989.37724142658,678.1859206182005,1054.4920295476913,49397.26033248007,361.3035265356302
11163882.210020762,81855.71267471398,174972.53864903483,1170.3847213900158,1217.1077398583293,28920.14903947711,513.6657223105431
8461733.273442736,36613.65157675059,122388.60380625408,922.5094204820988,1377.0943265408278,21090.028453618288,295.21653540432453
17702561.56448132,60883.15989298682,251252.80398790198,1579.1488828343254,930.8471599593759,42445.13181038201,430.40321469306946
17560733.828583017,48322.68656038405,119760.79816286628,720.903487191499,1142.9231716319919,46630.14551624656,490.0006301701069
8468325.648333194,58061.19790473105,235455.27823186977,1745.2009979117902,1277.376128733158,30076.021561399102,234.5501359552145
11288063.108935762,25952.760300046968,84150.94326177082,530.0004526464601,1457.2309339419007,21951.931761577725,553.6257438361645
13178421.607612407,86281.65747247596,163955.8522055422,1293.5176318538167,1001.7174985259771,39503.064546734095,321.62511460483074
17459221.053490672,33370.32706627129,277843.00073990825,1181.9151489895278,960.7162216678262,43031.53227083385,526.8360983580351
10753587.149056429,80301.28334848986,141311.40461866182,690.4514850605019,1423.2598464936018,33394.25265789032,397.9116015136242
8148343.896094195,37334.243069649056,197687.08446151396,1606.613770764813,1245.722529105842,26459.66399461031,417.03751645982265
23033835.304762617,62142.82847061476,101478.86175567519,930.9594126643394,1099.549761414528,35217.12048910558,258.41313675045967
20319118.586599756,29503.20264617304,192429.84527706457,642.5303720186105,1348.4808264300227,41970.83522565663,500.19138492643833
7320202.998235771,98249.36768811321,93550.37578244467,1061.8430459216104,1185.902363061905,21608.157698065042,374.37970489263535
9663496.4452351,42459.024364626326,273343.8853707444,873.448387869112,1024.803359247744,28544.834908097982,443.48692782223225
15387958.352444114,51068.724132673466,134600.23084033318,1431.77993159038,1470.9401439875364,49787.335554137826,281.74973130226135
14946782.146557907,39070.22994916895,79293.63697660831,1865.1534367973602,1352.5676423683763,38374.32477623224,463.53904604911804
12556798.995113658,64967.744001297506,163051.97461558142,798.0555724432422,918.1485112756491,24928.405871614814,211.22573502361774
9428433.299845668,31926.88058135087,111611.92918425909,1371.298747550874,1076.9324703142047,33050.464345142245,580.2826508879662
19911308.90509488,76696.28279196912,226713.07959703286,591.532211925907,1232.4785873293877,45499.37441945076,345.14483846724033
19141050.680712808,30072.313221618653,90821.39369931235,1638.9447521823467,980.6625707075,23840.87475016713,241.18562564253807
9054391.322072709,70788.9489298148,184738.0810275751,991.9077542198787,1436.2493142485619,37579.762460663915,484.1728191822767
12070602.501764672,41428.754297714804,126450.42958472297,1104.8306554383842,1293.8900107517838,44763.632947579026,302.44381204247475
14353290.505506292,70493.46594667232,259685.12371303144,674.1093173709386,1159.3638774007559,31904.566567391157,572.00549505651
16025998.581800623,45597.181114339495,154015.70053995418,517.8176087718163,1115.9993777051568,20872.4161144346,379.58216331899166
10050889.429398535,53595.43711708936,75738.24045721036,1209.9978763296617,1262.2454535216093,40824.93733614683,545.9699727594852
7624005.123648912,27504.037586874554,221290.59702764204,767.5318050243131,1402.2691128775477,48699.804320931435,264.28841166198254
21134453.68589793,93470.86442727625,107734.41244604909,1779.0019489165359,939.6523118019104,27750.272480770946,410.3517256677151
22143193.705405366,36371.60606667351,242618.06579801455,1346.7953513744626,1487.302782945335,34123.35672415793,356.0376424342394
7825227.910430729,61782.49125357847,124701.98110430047,556.4253652677321,1041.0928219556808,44170.792531222105,519.2882686853409
10337401.967176951,34295.69290401836,174459.6934943662,1996.363206323762,1164.7056380286813,36297.55632951856,287.63760663568974
16766273.7227602,80650.396359091,88609.15472265596,818.1201359308086,1327.3574095219374,27247.13114090264,436.83810383081436
13724596.246923672,26371.729866255428,149555.2410018221,895.958579362817,1211.345841921866,31156.457290053368,217.8242340683937
11740364.863330092,89715.74030191291,290977.38113644195,1533.442255143005,1055.7265486568213,47417.61255078018,457.69861079752445
8819616.210796468,47500.849850657825,103998.20999015993,604.0010822892325,934.4472421333194,40232.168501242995,326.00050270557404
18265046.510693673,55926.42052092188,204737.69168979602,1042.184998254295,1368.9396813511848,23091.19191020727,598.6750025302172
18661175.64665759,25091.175466761822,269024.6944393574,1815.8277599397727,1088.9198234304786,27011.23982667923,312.3469576239586
8591878.143045891,85244.30600265875,136668.6827107299,752.2413894273127,1252.1225608885288,36531.389160081744,563.1098095327616
11771473.495499762,49990.327593686285,187095.3036650315,1238.3460892500107,1413.270920701325,43467.80910156667,244.0266191959381
13624136.202840539,58778.15862848808,96152.6079255141,506.11029769470633,966.4389062672853,34827.482886612415,480.714987590909
16266279.08164338,37788.6662843032,113399.40640632842,660.459098583857,1009.8032550886273,23326.624343171716,273.9474166184664
10705404.875017812,64276.87437984976,223290.5538282716,1127.3235739738548,1444.9153248220682,39997.87857756019,401.3095557689667
7736021.098195034,32963.36882860744,81550.77903281535,969.1496535824986,1286.1028974875808,48120.13754621148,382.1790162473917
22504065.037886053,77622.70229733949,158646.40223742343,1676.768285204565,1129.9302153289318,30451.874481514096,542.3656567931175
21796871.912168358,43798.01212280878,81988.1186621144,1021.3813121384347,1219.6720277890563,31670.33581994474,297.46102653443813
7357608.470670604,51550.68851718395,168394.9249011852,616.4819180887023,1084.5936499536037,44999.010004103184,427.9603488743305
10172756.714364083,28596.171209745477,117793.34538220073,1498.8258384750911,904.7012256458402,36875.120252370834,358.8607084006071
15759758.990303388,97314.58579852043,239550.1043764729,916.9870184174837,1360.9064552932978,24543.454898521304,515.9101657569408
14056851.923117822,31628.29932261472,202911.0515972884,834.7398053225534,1476.9178899005055,27984.046582132578,335.67743822932243
12383280.580612505,74351.34226550975,98799.38598418499,1955.8425200617642,1013.6801797896624,48463.96883018315,589.5531069487333
9035763.15033314,39445.422279618324,282495.0661631214,569.2943268432867,1191.2393828853965,41529.12245132029,220.50081565976143
19270880.591229048,67028.26045582238,138890.2854116595,1315.9525029996669,1338.0352802574635,20169.377084821463,454.0763672441244
19952286.516987547,40923.52520713459,177253.45109135652,949.9264116730616,949.9891480430961,49082.98056572676,556.4728409051895
9364903.58440192,68142.03510545571,87271.59949888833,1574.0958164221954,1396.7478521168232,29247.58962355554,318.173386529088
12821616.493608885,30438.34852921579,249524.66401196877,706.3941881771602,1273.1134386733174,21374.55346994102,499.89767223596573
14569427.912033882,73219.90507758543,121332.44413408695,1154.8052204282603,1109.9838752299547,42206.95503056049,225.6483469158411
15203629.460495947,28453.213870640837,102355.03914590352,1267.7570179085221,1150.9850012138486,46204.18650098145,419.6404729038477
9826783.249500142,94625.0843710436,207883.69612793034,540.9780279417084,1307.084373012185,32348.16851094365,254.81492429971695
7097712.786335538,44083.43329831174,145409.07649809722,1705.7595205481189,1428.401586972177,25162.46674582362,536.4889997988939
21054790.948099736,52951.07156376916,299071.7165203053,737.8036650540375,993.3626912534237,38138.66340555251,388.8633280992508
23299369.69131145,34625.038104795225,129792.10941572052,579.5325935031401,1382.0390587672591,38800.71300081909,446.30389027297497
8017668.110383897,83208.29681620019,252827.9881212043,1399.1649887797703,925.9070031344891,22656.802460551262,278.3655248582363
11084146.363651449,36031.46056328786,92341.93856391183,779.7906278465579,1068.295063264668,29840.41567891836,510.02090834081173
16859108.493639994,59893.52555849702,181573.16406471934,1908.3081780427879,1203.300130739808,46864.1475494951,365.5080534517765
13143611.822009472,46040.50411031411,215602.7647360108,1461.3793323303235,1321.6724993661046,35919.93046924472,582.9531289637089
11371335.205547584,55394.31984104027,110651.4463519497,856.0254220600465,1174.9497760087252,25755.24994172156,341.5164913982153
8288537.363355599,27203.386470283243,151485.70131207161,1086.7720986082788,1034.8770489916205,33630.317421630025,473.22208508849144
18026178.88215515,90562.4458823662,77055.31104527932,628.0332491051826,1498.0414487421513,42797.98733070493,202.1099429577589
18092638.751279682,38759.64073394669,220093.27609746603,1143.522618752303,1000.72619933635,20264.980541542172,508.91024582087994
8241211.9279708825,65838.91188024136,108320.4539848055,697.599048518595,1454.0018308907747,41155.9141613543,365.95991775393486
11409879.138226377,32357.396564788545,154860.05284711573,1555.5522983703142,1276.430176757276,48339.527156203985,447.60981760919094
13064694.355212923,76092.25595087826,75325.26674050186,941.2784037668013,1139.5940758287907,28328.41486670077,278.1090207397938
16956078.84771343,29112.446497878398,127135.93149201441,728.6171527258123,1098.5924726352096,24448.342509567738,470.35363391041756
11043532.69610788,99039.57452236311,258284.8575398734,1689.0905323414793,1242.4587719142437,37248.81066940725,203.92897091805935
8066173.326992357,42796.44986905728,90335.48567965286,536.0540522958578,1422.3479049280286,45123.8779257983,585.6263153254986
23220875.770886514,50387.57111660966,185731.70469333947,1252.8234398865543,957.3524717241526,31326.39914751053,339.502103254199
20928420.131797336,33832.55508155598,104566.4196360078,1884.5518855479565,1467.245732434094,30547.187086194754,494.0747618675232
7121787.077057995,79640.3920871723,203625.09656112234,772.1685873511245,1023.3434591442347,47746.761897578835,230.76286800205708
9770652.034349477,37024.25393390833,148736.2194716101,1386.4330131997074,1182.1617459878325,39873.72596748173,562.4911114573479
15259647.41545211,62998.94390921438,292579.5501284435,572.7046486433269,1347.122349590063,23671.161774545908,313.2541302591562
14520310.679532256,48722.288842155955,173523.09809910879,621.8958413063718,1228.7495931610465,34732.65196196735,532.0332054048777
12899154.509613039,57268.72845631321,89087.39179388559,1073.2434505695005,1075.5066521465778,43841.675370931625,392.2201082110405
9330610.524573063,25600.984094339496,243917.19856725694,845.9391213994855,914.373311586678,36655.973829329014,423.90090711414814
20067093.598880265,87003.4555347237,124037.76726111081,1448.0784731107015,1351.2432474642992,26667.129090055823,251.26287937164307
19290825.58332794,26583.82545932815,198758.4946829761,501.16909366595814,1160.6579454615712,42702.41701044142,360.069003328681
8960436.462051278,88527.46793688762,100931.80111665135,1222.9449264096147,1297.4208790808916,34003.54979559779,515.5559815466404
12399712.791891012,46867.23855667165,276356.8781147956,743.3851942772305,1437.4788662418723,25879.66026738286,296.44799642264843
13943732.89025025,56370.816681674194,142071.27251919592,1799.3213777419926,984.2765517532825,35575.536312535405,428.5098932683468
15892390.184635272,36859.30937108637,83695.74690579498,1655.9110970390907,940.911797247827,46959.29296314716,223.07632192969322
10162331.973647125,61291.33041374836,164847.51180679718,959.6873548233127,1405.834063142538,29466.749457642436,451.96434669196606
7417365.199486326,34025.561081580585,120417.19334821559,1117.0769027299737,1263.440422900021,22531.903302296996,332.90666714310646
21768185.672338266,81737.84043360752,234171.72235614032,652.6847037450887,1119.647440686822,39144.623689353466,591.4697673171759
22323021.213923812,44974.8164826916,111012.88500510535,905.5779955802042,1330.750341899693,38043.37488487363,249.94725733995438
7746304.613531979,54038.624311533466,227936.3955453798,1484.1964579225191,1165.8630553632975,25535.875530913472,475.6980512291193
10616135.211527873,27734.09793665208,79718.11790836739,610.8766631190819,1044.5494120940566,32472.295248880982,306.62167966365814
16283077.560583223,92203.82391255836,162183.69945618577,1009.361432958889,1488.378518074751,45859.617721289396,568.3220107108355
13606175.109780097,29824.8038448239,274836.9619741899,1303.1086071121506,1372.3666241392493,42301.81015096605,386.34177036583424
11867051.750230221,71769.45606482854,133868.95315999538,562.212408700151,935.5700053274632,21000.720225274563,538.7159794569016
8583093.458140023,41999.45906130146,191376.28846677925,1932.8219866531597,1059.2171492055058,29122.97897040844,269.589302316308
18818268.512163352,69908.08387614501,94065.35822928784,827.1493265321044,1212.3869229108095,49427.06006579101,404.76396828889847
18160718.65361571,31368.00401686143,146194.25680332503,667.9742963726136,969.7938585653901,45624.184450134635,293.4357214719057
8852111.239551663,75381.24280287727,297465.3511474277,1091.812038381692,1414.1727771610022,32706.58601075411,431.6987872123718
11669901.308798691,39988.83215193567,101809.5821797612,979.5606644332687,1255.3946865722537,24833.349585533142,350.0441674143076
13771146.369275624,66471.69726143574,208997.39735444554,1622.927223145862,1089.8864820599556,38747.958643361926,524.2323204874992
16704880.80434825,43200.23347230083,248169.3396988579,1758.0432511752656,1133.251085691154,49662.95043006539,330.43150156736374
10396883.101002958,51977.0015267847,121995.04031112148,760.5469925096598,1287.0393365621567,28889.147089794278,595.2934268862009
7798848.483865639,28835.38573580652,178228.961221056,1198.171585993836,1448.1533685699105,21703.70281673968,213.58859539031982
22277101.045615204,95995.5058268084,86793.89890118576,511.371020726282,1010.804496333003,41597.68482670188,461.2754512578249
21206086.584157124,38295.396322845816,150669.2619755189,808.4836063127377,1362.240363098681,35341.76304936409,303.5792700946331
7578229.544038004,63765.92541880602,77472.83224631676,1978.1910140332334,908.4846507757902,26115.49491994083,571.5784262865782
10087943.769976364,32703.752576049406,216761.81644892067,550.9882437926981,1086.009526066482,33299.36563037336,239.85490277409554
15934495.930580962,78669.37507673122,110059.73872898103,1330.0252993583545,1223.3920812606812,43405.45509010553,484.4045277684927
14440122.3230007,25292.988743639235,92844.4946295191,1032.69775735645,1339.403842203319,39378.85538674891,267.181658372283
12029938.794831982,84115.3131938697,180590.263250045,596.8853012268479,1194.9887976050377,22296.525295823812,408.5574932396412
9106468.808204625,49323.54214870159,129084.05417187445,1514.350737385744,1015.1307100430131,30171.392504125834,376.8841814249754
19070917.583488896,59245.25380349602,254214.7333214019,887.2043621465173,1480.6039329618216,46256.71197660267,547.959565371275
19745269.99396711,46421.20306116092,81107.92864451566,1281.7545280977101,1106.3270146027207,22966.3488548249,437.59108521044254
9438171.228433322,54638.21441541952,159512.55442906162,523.7626239116046,1271.9083841890097,40576.02263987064,286.7914631962776
12455778.082159856,26834.641075360072,114023.35217475519,1723.4898659254022,1393.1912703439593,47512.700073421,505.8918673545122
14966652.558584087,91319.99448197935,222068.62414053702,713.8678354688577,948.7390324473381,30782.849406823516,369.1427081823349
15372222.321452279,35104.622685638,188105.33802064278,920.0030383557469,989.7404847666621,27371.483128517866,576.1446923017502
9744846.40684214,82523.42543330295,95636.2874367234,1592.0069577225956,1427.1625220775604,35953.22006382048,348.81931133568287
7310551.251208485,35732.26472755646,267591.3883353615,683.7118430127551,1303.5624453797936,44075.27876086533,467.87236481904984
20484101.48774564,60718.61347948714,137400.6733293137,1167.210693348786,1149.7008752077818,34496.5329952538,207.7465269714594
23064404.594255596,28076.345919087005,284032.1324271405,1414.9252384726406,1202.2685626521707,27625.60572475195,552.392653375864
8082771.247515387,95386.07802153462,138138.6277825794,865.5098520796909,1064.8126881569624,49043.94037090242,321.9545032829046
10764718.836924896,44433.73851790341,201804.37041713577,1051.4750450077236,924.7742978855968,40919.850347563624,491.03845581412315
17313670.299220406,52244.77759170337,99341.15803072136,634.5384036836346,1378.6031752824783,20498.52453172207,234.0253870934248
13285455.96614699,40598.17615467499,117158.64112725001,586.1546281798308,1496.9757987186313,32028.751643374562,414.4372146576643
11273205.99837839,69055.72251448195,240847.77202517333,1355.1552457967923,1031.4292564988136,44419.006276875734,260.50036177039146
8539595.030702569,30848.772264341027,82428.77092216501,788.1297252742553,1173.7829888239503,37484.417390078306,529.6316649764776
17542736.218696482,72643.20829287711,167494.66160400325,1846.9449929429786,1318.2711984962225,24214.339638128877,396.0197366774082
17720680.542632353,28637.40886218312,87966.23659910547,871.0798800506698,1408.5455149412155,34912.13480010629,336.9089335203171
8391095.942470398,97454.40729497204,171156.14465271862,1443.4457762031911,971.1594371125102,43615.61541445553,587.6597721129656
11178619.708482897,43506.33895077569,125019.54945227102,647.7623775503499,1093.647239729762,36504.41468693316,219.26627904176712
13306244.877011595,51207.11633616791,246131.80872699167,1058.9577448664677,1247.3994294181466,26805.7562969625,455.9666607528925
17290272.8041054,39817.74559714392,206234.0026190735,1382.493565646474,1290.7550778239965,30425.72601698339,298.69574047625065
10858096.57275609,67660.57721097113,106005.45844021311,589.9375038851981,1125.2829099074006,47913.6561229825,426.0698989033699
8222716.458204813,31497.52321787048,290238.0894552469,1860.1344416845213,1005.1490977406502,40083.53531360626,357.62905664741993
22824202.955514252,74043.5230040461,147420.17382397968,804.5751649544527,1449.565197341144,23473.597271367908,517.8036779165268
20505980.77006502,49514.76796463357,261848.72487443054,531.4304887835124,900.0467643141747,24571.448722854257,272.0323484390974
7254142.294886256,58218.69309768849,128760.25166208533,1283.0359463708176,1365.5560595914721,37083.47564563155,402.51927599310875
9570640.185531441,25191.223539789193,184081.75549474164,715.0658353260563,1224.3239041417837,44911.50790825486,384.09712575376034
15538708.711557114,85583.75713429925,89615.75495392516,1749.9185022777967,1079.946076311171,31521.48892171681,541.1589778959751
14802895.529055776,32921.6450727141,106844.18004236952,1593.637326789555,1195.9670674055815,20082.93703198433,310.4286231100559
12679587.802263357,77524.03931435694,217320.86373791695,933.496029125643,1333.3124527707696,41379.499388858676,564.3166925758123
9514971.365833785,38048.64535594944,76008.27206977474,1185.1288694800014,1472.1927523612976,48492.731442674994,245.94189152121544
19731269.366398826,64718.743526108134,156087.67336022068,684.8713742225245,1018.4010146185756,28191.346861422062,479.5050423592329
18946027.405515783,35882.47834920646,131916.0720987523,1980.1869912188627,1268.4589684009552,42115.92582985759,581.819312274456
9148407.610222286,59645.562572999945,271271.5920047833,820.3273587487834,1114.6334705874324,21229.519778862596,343.507457152009
12174533.080613798,34951.86206335863,94874.10187708553,1350.4364576511277,954.6410154551268,29279.108764603734,474.3589401245117
14232091.85208419,83993.24931066258,192722.10189363148,551.919463480612,1392.1002695336938,49287.52453997731,200.1220155507326
16163698.29756157,27022.225325353163,231326.06355154119,605.6465679003844,1433.1292804330587,38171.237437054515,445.1668072491884
9965842.749303287,89958.87029598813,112464.48664713046,1033.7676294176872,988.6398727074265,25366.241708397865,280.3536534309387
7546191.765031148,46106.89769470796,160776.90596939335,888.7172189784937,1146.2598726153374,32257.915250957012,511.1549261957407
21353523.337155133,55473.91034262375,79173.37181744387,1537.6121708300982,1311.805216781795,46058.09054337442,363.5168597102165
21915466.184075486,30647.75876702451,167009.02458199012,1113.8328500616572,1063.5696664452553,46833.44748802483,421.6532226651907
7905792.682980089,73723.2527785728,84937.37221421473,672.2810675538151,1208.0206705257297,29638.486076146364,253.70283797383308
10425402.616385633,40871.725793521386,232563.24390642138,1634.4917054368439,1386.7664840072393,22745.181750506163,534.4732116907835
16623252.25211349,68055.42260355836,119376.95856034025,999.9842514419342,921.1838806048036,38944.96359862387,389.97237607836723
13841693.740211202,44259.210736868634,99623.63795896615,765.4624231106112,1039.5292203873396,42887.19978183508,558.4888093173504
11640436.49595113,53161.92788962566,195856.69541061347,1793.525840200514,1493.3941343799233,33773.56297336519,317.0641850680113
8729077.876104942,28182.537512132865,143068.66607937063,522.0477054486981,1317.0183330774307,25725.54755024612,497.88476899266243
18453444.264029674,93724.41864265272,278736.2523241992,1206.742344286561,1179.5996395871043,35717.174634337425,226.7606135457754
18491453.428120527,42054.887762902814,179342.90536923314,1502.9097862787357,1461.9517676532269,39648.23145419359,465.4323600232601
8670275.419403637,50582.90633497924,92045.98615479693,909.5805674359207,996.9923621043563,22043.056627735496,209.99426059424877
11885894.184408823,29620.686585160798,257536.15203831508,1013.1266307042162,1138.200343027711,29871.346158906817,578.3923782408237
13492200.412901595,98641.12813898157,131005.04442644301,618.1582001912107,1282.1038143709302,46598.52892160416,346.37935422360897
16424097.765193973,31886.30006525771,78013.50341930619,564.6812150454564,1241.0749543458223,35013.45013268292,502.0818617194891
10601545.303459056,76599.20222240938,151972.73255741724,1319.5031103780582,1104.2016388848424,26427.214238792658,373.1449641287327
7665526.065065381,39338.81800886841,108628.53865090282,836.9961719208889,965.3658248484135,33540.24579748511,441.59338884055614
22709000.96334674,65414.70860699794,213606.44050629484,1940.0047767260542,1418.6053862795234,43121.65946699679,282.9814098775387
21599724.26414416,25990.04859526657,123049.31383483879,1235.0075758878013,1029.4532306492329,49989.13194052875,525.6263572722673
7425185.5401333235,86406.08403151628,249903.61579517057,510.24202640073264,1466.2859877571464,28575.439304113388,399.82669055461884
10272157.658339126,48000.62732086331,85531.24774189598,1830.661942851194,1343.8335198909044,21464.038528501987,418.24421621859074
15608070.955601702,57674.539690559744,175909.69006897745,750.2171226587385,1190.5545445159078,41882.553389295936,256.49500638246536
14194474.430569343,37686.439874744356,294898.8315254252,977.0460326076227,1072.2093377262354,45356.024261564016,488.79377394914627
12264323.547705673,62729.38998309881,145188.52126316988,1672.221487030665,1237.2060047462583,32961.12761832774,236.46844364702702
8954206.427872777,33232.172229809265,212113.53505146148,658.6644815077076,1357.288172096014,25131.264524534345,554.8356622457504
19448245.31807538,79969.25364772523,103136.91234640955,1136.5031018528773,913.4231066331267,38404.15323153138,319.70986910164356
20159232.40751296,34531.458437651665,238698.98890247865,786.1569314570082,1298.539873212576,31756.63597881794,215.83324149250984
9269293.964307925,81205.25436074032,116229.66841304411,1903.1630313972312,1154.709712229669,44678.876427933574,458.83245430886745
12713148.615365487,36325.37610250384,169797.94496996864,577.9733274621855,976.015255227685,37785.372054204345,327.9884569346905
14694500.467981543,61704.28825310221,83485.74407575918,1410.5949610155255,1440.901486761868,23867.952041327953,597.5381206721067
15075295.878371354,47690.001754356155,139385.43981898495,1083.8247232972412,1397.5459892302752,27956.65823854506,354.04953472316265
